"pid","hid","sex","age","ghq","opngbha","opngbhb","opngbhc","opngbhd","opngbhe","opngbhf","opngbhg","opngbhh","neigh","isced","highqual","wave"
118698788,13835106,"male",74,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118698818,13835106,"female",72,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118699075,13835149,"male",50,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118699091,13835149,"female",44,7,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118699113,13835149,"female",16,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118701584,13835254,"male",41,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118701606,13835254,"female",41,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118704869,13835319,"male",56,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118704885,13835319,"female",54,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118705148,13835351,"female",81,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118706799,13835475,"female",29,10,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118707639,13835599,"male",25,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
138533784,13835599,"female",21,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118708171,13835645,"male",80,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118708198,13835645,"female",78,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118708449,13835688,"male",33,7,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118708465,13835688,"female",37,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
128525207,13835688,"female",17,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118708716,13835823,"female",27,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118708988,13835939,"female",48,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118710095,13835998,"male",67,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118710117,13835998,"female",67,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118711199,13836234,"female",57,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118711229,13836234,"male",25,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118711474,13836285,"male",50,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118711504,13836285,"female",64,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118711539,13836307,"female",24,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118711768,13836358,"male",46,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118711784,13836358,"female",37,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118711822,13836374,"male",15,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118712306,13836471,"male",39,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118712322,13836471,"female",37,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118712578,13836595,"male",34,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118712594,13836595,"female",31,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118712845,13836668,"male",40,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118713116,13836684,"male",46,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118713388,13836722,"female",32,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118713949,13836838,"male",45,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118713965,13836838,"female",31,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118715291,13837028,"female",47,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118715585,13837044,"male",46,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118715607,13837044,"female",49,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118715879,13837095,"female",40,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118715895,13837117,"male",46,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118718088,13837184,"male",57,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118718916,13837206,"female",47,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118718932,13837206,"female",16,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118719165,13837249,"male",26,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118719181,13837249,"female",25,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118719432,13837281,"male",33,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118719459,13837281,"female",31,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118719718,13837389,"female",39,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118719734,13837389,"male",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118720538,13837478,"female",34,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118720554,13837478,"male",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118720791,13837591,"male",41,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118721089,13837648,"female",44,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118721119,13837648,"male",24,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118721135,13837648,"female",23,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118721151,13837648,"female",20,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118721178,13837648,"male",16,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118721348,13837761,"female",46,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118721364,13837761,"male",50,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118721623,13837885,"female",34,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118721658,13837885,"male",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118721917,13837974,"female",75,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118723855,13838059,"male",73,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118723871,13838059,"female",71,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118724681,13838091,"male",89,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118725203,13838113,"male",39,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118725769,13838245,"female",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118725785,13838245,"male",44,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118726048,13838318,"male",71,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118726064,13838318,"female",70,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118726323,13838369,"male",39,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118726358,13838369,"female",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118726374,13838369,"female",17,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118726617,13838423,"male",42,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118729098,13838598,"female",56,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118731254,13838679,"female",48,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118731289,13838679,"female",51,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118731807,13838717,"male",38,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118731823,13838717,"female",36,10,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118732099,13838806,"female",38,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118732129,13838806,"male",38,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118732145,13838806,"male",16,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118732374,13838903,"female",29,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118732668,13838989,"female",30,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118732684,13838989,"female",32,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118733206,13839039,"female",74,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118733478,13839055,"female",35,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118733494,13839071,"female",18,12,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118734024,13839144,"male",45,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118734865,13839268,"male",29,5,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118735969,13839284,"male",60,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118735985,13839284,"female",60,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118736213,13839349,"female",57,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118736795,13839381,"male",55,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118736817,13839381,"female",54,9,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118736833,13839381,"male",20,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118736868,13839381,"male",19,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
138590265,13839381,"female",23,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118738984,13839519,"male",68,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118739549,13839535,"male",41,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118739565,13839535,"female",43,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118739581,13839535,"female",17,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118740369,13839659,"female",39,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118740407,13839659,"female",68,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118740644,13839691,"male",31,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118740679,13839691,"female",32,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118741713,13839934,"female",91,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118742264,13839969,"female",60,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118742299,13839969,"male",64,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118743651,13840002,"male",41,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118744194,13840029,"male",33,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118745328,13840088,"male",32,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118745344,13840088,"female",41,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118745859,13840223,"female",42,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118746391,13840274,"male",43,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118746413,13840274,"female",35,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118747258,13840371,"male",28,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118747274,13840371,"female",27,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118748068,13840444,"male",72,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118748084,13840444,"female",68,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118748599,13840533,"female",76,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118748874,13840568,"male",30,5,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118748904,13840568,"female",26,7,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118749161,13840649,"female",76,8,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118749455,13840681,"male",40,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118749471,13840681,"female",41,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118749722,13840789,"male",56,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118749749,13840789,"female",56,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118750259,13840835,"male",31,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118750275,13840835,"female",22,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118750828,13840916,"female",32,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118751395,13841122,"male",72,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118751417,13841122,"female",69,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118752464,13841165,"female",44,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118752499,13841165,"male",45,5,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118752758,13841203,"male",70,10,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118752774,13841203,"female",68,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118753339,13841254,"male",43,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118753355,13841254,"female",45,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118753371,13841254,"female",19,10,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118753398,13841254,"female",16,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118754122,13841432,"male",52,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118754149,13841432,"female",51,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118754661,13841548,"female",21,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118754955,13841599,"male",32,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118754971,13841599,"female",30,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118756095,13841874,"female",65,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118756885,13841904,"female",57,9,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118757164,13841939,"male",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118757458,13841971,"male",76,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118757733,13841998,"male",40,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118757768,13841998,"female",33,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118757784,13841998,"female",74,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118758004,13842161,"male",83,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118758551,13842188,"female",39,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118758829,13842285,"female",44,11,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118759361,13842307,"male",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118759388,13842307,"female",37,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118759922,13842404,"male",40,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118759949,13842404,"female",39,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118759965,13842404,"male",19,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118760165,13842498,"male",80,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118760181,13842498,"female",72,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118761579,13842706,"male",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118761595,13842706,"female",25,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118762389,13842765,"male",61,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
128628065,13842765,"female",89,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118762923,13842803,"male",56,9,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118763229,13842838,"male",71,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118763245,13842838,"female",72,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118763261,13842838,"male",29,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118763504,13842919,"male",51,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118763539,13842919,"female",42,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118764322,13843044,"male",37,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118764349,13843044,"female",47,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118764594,13843133,"male",64,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118764616,13843133,"female",69,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118764861,13843184,"male",74,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118765132,13843206,"male",31,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118765159,13843206,"female",32,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118766244,13843451,"male",53,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118766503,13843478,"female",34,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118766775,13843559,"male",42,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118766791,13843559,"female",39,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118767054,13843664,"male",63,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118767089,13843664,"female",52,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118767119,13843664,"male",18,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118767313,13843761,"male",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118767348,13843761,"female",32,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118768735,13843885,"male",52,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118768751,13843885,"female",54,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118770098,13843974,"male",35,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118770128,13843974,"female",33,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118770632,13844075,"female",34,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118770659,13844075,"male",37,NA,-7,-7,-7,-7,-7,-7,-7,-7,NA,NA,NA,13
118771469,13844148,"male",39,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118772007,13844164,"male",34,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118772023,13844164,"female",32,8,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118772295,13844261,"female",28,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118772554,13844334,"male",69,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118772589,13844334,"female",60,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118772813,13844385,"female",75,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118773119,13844407,"female",59,8,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118773364,13844423,"male",53,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118773399,13844423,"male",38,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118773658,13844504,"male",62,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118773674,13844504,"female",57,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118773933,13844555,"male",43,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118773968,13844555,"female",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher degree","further non-vocational",13
118774239,13844598,"male",73,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118774255,13844598,"female",62,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118774778,13844768,"male",63,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118775049,13844784,"male",51,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118775065,13844784,"female",51,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118775588,13844822,"female",46,4,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118776169,13844849,"female",41,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118776444,13844903,"male",33,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118776479,13844903,"female",34,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118776703,13845004,"male",70,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118776738,13845004,"female",66,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
128660759,13845004,"female",29,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"first degree","further non-vocational",13
118777238,13845071,"female",25,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118777785,13845144,"male",39,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118777807,13845144,"female",33,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118778099,13845233,"female",50,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118778358,13845349,"female",57,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118778374,13845349,"male",25,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118778633,13845381,"male",36,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118778668,13845381,"female",34,6,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118779184,13845535,"female",70,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118779206,13845535,"female",38,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118779451,13845578,"female",48,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118780018,13845594,"female",75,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118780565,13845659,"female",33,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118780832,13845748,"female",79,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118781669,13845764,"male",57,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118781685,13845764,"female",55,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118781723,13845764,"male",20,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118781758,13845764,"female",18,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"not defined","no further",13
118781707,13845799,"male",22,NA,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
128671823,13845799,"female",22,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118781944,13845918,"male",44,8,-8,-8,-8,-8,-8,-8,-8,-8,NA,"hisec mivoc","further vocational",13
118782258,13845934,"female",56,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118782517,13846035,"female",77,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118782789,13846051,"male",33,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118782819,13846051,"female",35,0,-8,-8,-8,-8,-8,-8,-8,-8,NA,"higher voc","further vocational",13
118783033,13846132,"female",39,3,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118783564,13846329,"male",33,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"low sec-voc","further vocational",13
118784706,13846434,"male",43,1,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
118784722,13846434,"female",45,2,-8,-8,-8,-8,-8,-8,-8,-8,NA,"primary","no further",13
